unique_id,filename,file_path,directory_source,file_size_kb,modification_date,days_ago,quality_priority,brand,campaign_id,ad_type,creative_name,performance_tier,file_type,github_download_url,github_view_url,is_recent
2cfec060,TurnedYellow_120208078497390108_video_Royal_inspo_hook_1__Looking_for_a.jpg,hd_ad_creatives/TurnedYellow_120208078497390108_video_Royal_inspo_hook_1__Looking_for_a.jpg,hd_ad_creatives,1.66,2025-06-24 22:44:10,0,1,TurnedYellow,120208078497390,video,Royal Inspo Hook Strong,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120208078497390108_video_Royal_inspo_hook_1__Looking_for_a.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120208078497390108_video_Royal_inspo_hook_1__Looking_for_a.jpg,True
1227ace8,MakeMeJedi_120228278851730354_gif_Fathers_Day_edited_P_2__Imagine_Dads_face.jpg,hd_ad_creatives/MakeMeJedi_120228278851730354_gif_Fathers_Day_edited_P_2__Imagine_Dads_face.jpg,hd_ad_creatives,1.97,2025-06-24 22:45:01,0,1,MakeMeJedi,120228278851730,gif,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120228278851730354_gif_Fathers_Day_edited_P_2__Imagine_Dads_face.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120228278851730354_gif_Fathers_Day_edited_P_2__Imagine_Dads_face.jpg,True
4d99a483,TurnedYellow_120225001496510108_video_The_Gift_That_Makes_Grown_Men_Cry_Video_edit.jpg,hd_ad_creatives/TurnedYellow_120225001496510108_video_The_Gift_That_Makes_Grown_Men_Cry_Video_edit.jpg,hd_ad_creatives,1.71,2025-06-24 22:44:26,0,1,TurnedYellow,120225001496510,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120225001496510108_video_The_Gift_That_Makes_Grown_Men_Cry_Video_edit.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120225001496510108_video_The_Gift_That_Makes_Grown_Men_Cry_Video_edit.jpg,True
387beb7a,TurnedYellow_120225690626210108_video_Fathers_day_AI_VO_edited_B__Bring_a_smile_og.jpg,hd_ad_creatives/TurnedYellow_120225690626210108_video_Fathers_day_AI_VO_edited_B__Bring_a_smile_og.jpg,hd_ad_creatives,1.47,2025-06-24 22:44:17,0,1,TurnedYellow,120225690626210,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120225690626210108_video_Fathers_day_AI_VO_edited_B__Bring_a_smile_og.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120225690626210108_video_Fathers_day_AI_VO_edited_B__Bring_a_smile_og.jpg,True
2175838d,MakeMeJedi_120228104008710354_video_Replicate_Winning_video_2__A_long_time_ago_p.jpg,hd_ad_creatives/MakeMeJedi_120228104008710354_video_Replicate_Winning_video_2__A_long_time_ago_p.jpg,hd_ad_creatives,1.77,2025-06-24 22:45:04,0,1,MakeMeJedi,120228104008710,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120228104008710354_video_Replicate_Winning_video_2__A_long_time_ago_p.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120228104008710354_video_Replicate_Winning_video_2__A_long_time_ago_p.jpg,True
db5d0fe1,TurnedYellow_120208078593710108_video_Reaction_hook_1_Anton__Capture_a_special_mom.jpg,hd_ad_creatives/TurnedYellow_120208078593710108_video_Reaction_hook_1_Anton__Capture_a_special_mom.jpg,hd_ad_creatives,1.69,2025-06-24 22:44:37,0,1,TurnedYellow,120208078593710,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120208078593710108_video_Reaction_hook_1_Anton__Capture_a_special_mom.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120208078593710108_video_Reaction_hook_1_Anton__Capture_a_special_mom.jpg,True
3ba9412c,MakeMeJedi_120228278851630354_video_Fathers_Day_edited_S_1__Imagine_Dads_face.jpg,hd_ad_creatives/MakeMeJedi_120228278851630354_video_Fathers_Day_edited_S_1__Imagine_Dads_face.jpg,hd_ad_creatives,1.62,2025-06-24 22:45:00,0,1,MakeMeJedi,120228278851630,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120228278851630354_video_Fathers_Day_edited_S_1__Imagine_Dads_face.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120228278851630354_video_Fathers_Day_edited_S_1__Imagine_Dads_face.jpg,True
ce5e5a13,TurnedYellow_120224359442580108_image_Fathers_day_2025_-_1__Gift_Dad.jpg,hd_ad_creatives/TurnedYellow_120224359442580108_image_Fathers_day_2025_-_1__Gift_Dad.jpg,hd_ad_creatives,174.6,2025-06-24 22:44:02,0,1,TurnedYellow,120224359442580,image,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120224359442580108_image_Fathers_day_2025_-_1__Gift_Dad.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120224359442580108_image_Fathers_day_2025_-_1__Gift_Dad.jpg,True
36ed53e5,MakeMeJedi_120215085545760354_video_Early_BF__Enjoy_up_to_75_OFF.jpg,hd_ad_creatives/MakeMeJedi_120215085545760354_video_Early_BF__Enjoy_up_to_75_OFF.jpg,hd_ad_creatives,1.91,2025-06-24 22:44:56,0,1,MakeMeJedi,120215085545760,video,Early Black Friday,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120215085545760354_video_Early_BF__Enjoy_up_to_75_OFF.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120215085545760354_video_Early_BF__Enjoy_up_to_75_OFF.jpg,True
84affb18,TurnedYellow_120225690626220108_video_Fathers_day_AI_VO_edited_L__Bring_a_smile_og.jpg,hd_ad_creatives/TurnedYellow_120225690626220108_video_Fathers_day_AI_VO_edited_L__Bring_a_smile_og.jpg,hd_ad_creatives,1.96,2025-06-24 22:44:18,0,1,TurnedYellow,120225690626220,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120225690626220108_video_Fathers_day_AI_VO_edited_L__Bring_a_smile_og.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120225690626220108_video_Fathers_day_AI_VO_edited_L__Bring_a_smile_og.jpg,True
44ee4800,MakeMeJedi_120228103625330354_video_Replicate_Winning_video_1__This_Fathers_Day_.jpg,hd_ad_creatives/MakeMeJedi_120228103625330354_video_Replicate_Winning_video_1__This_Fathers_Day_.jpg,hd_ad_creatives,1.95,2025-06-24 22:45:05,0,1,MakeMeJedi,120228103625330,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120228103625330354_video_Replicate_Winning_video_1__This_Fathers_Day_.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120228103625330354_video_Replicate_Winning_video_1__This_Fathers_Day_.jpg,True
bf49111f,TurnedYellow_120213125622300108_image_Early_BF_images_1__Get_up_to_70_off.jpg,hd_ad_creatives/TurnedYellow_120213125622300108_image_Early_BF_images_1__Get_up_to_70_off.jpg,hd_ad_creatives,147.98,2025-06-24 22:44:05,0,1,TurnedYellow,120213125622300,image,Early Black Friday,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120213125622300108_image_Early_BF_images_1__Get_up_to_70_off.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120213125622300108_image_Early_BF_images_1__Get_up_to_70_off.jpg,True
21b2a4a4,TurnedYellow_120223373517460108_image_Fathers_day_Celebrate_Dad__This_Fathers_Day_.jpg,hd_ad_creatives/TurnedYellow_120223373517460108_image_Fathers_day_Celebrate_Dad__This_Fathers_Day_.jpg,hd_ad_creatives,2.06,2025-06-24 22:44:43,0,1,TurnedYellow,120223373517460,image,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120223373517460108_image_Fathers_day_Celebrate_Dad__This_Fathers_Day_.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120223373517460108_image_Fathers_day_Celebrate_Dad__This_Fathers_Day_.jpg,True
737f4280,MakeMeJedi_120204695408210354_video_jean__The_ULTIMATE_GIFT.jpg,hd_ad_creatives/MakeMeJedi_120204695408210354_video_jean__The_ULTIMATE_GIFT.jpg,hd_ad_creatives,1.57,2025-06-24 22:45:06,0,1,MakeMeJedi,120204695408210,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120204695408210354_video_jean__The_ULTIMATE_GIFT.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120204695408210354_video_jean__The_ULTIMATE_GIFT.jpg,True
3cfe51e8,MakeMeJedi_120204514881620354_Video4.jpg,hd_ad_creatives/MakeMeJedi_120204514881620354_Video4.jpg,hd_ad_creatives,1.87,2025-06-24 22:45:28,0,1,MakeMeJedi,120204514881620,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120204514881620354_Video4.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120204514881620354_Video4.jpg,True
2c386c66,TurnedYellow_120225301124730108_video_Fathers_day_Turn_me_Royal_edited_L_1__Bring_.jpg,hd_ad_creatives/TurnedYellow_120225301124730108_video_Fathers_day_Turn_me_Royal_edited_L_1__Bring_.jpg,hd_ad_creatives,1.6,2025-06-24 22:44:30,0,1,TurnedYellow,120225301124730,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120225301124730108_video_Fathers_day_Turn_me_Royal_edited_L_1__Bring_.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120225301124730108_video_Fathers_day_Turn_me_Royal_edited_L_1__Bring_.jpg,True
536f3ed2,MakeMeJedi_120228291374750354_video_Fathers_Day_AI_voiceover_edited_S_2__Imagine.jpg,hd_ad_creatives/MakeMeJedi_120228291374750354_video_Fathers_Day_AI_voiceover_edited_S_2__Imagine.jpg,hd_ad_creatives,1.48,2025-06-24 22:45:09,0,1,MakeMeJedi,120228291374750,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120228291374750354_video_Fathers_Day_AI_voiceover_edited_S_2__Imagine.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120228291374750354_video_Fathers_Day_AI_voiceover_edited_S_2__Imagine.jpg,True
a0644b63,TurnedYellow_120213125762460108_video_Early_BF_gifsboomerangs__Get_up_to_70_off_-_.jpg,hd_ad_creatives/TurnedYellow_120213125762460108_video_Early_BF_gifsboomerangs__Get_up_to_70_off_-_.jpg,hd_ad_creatives,1.59,2025-06-24 22:43:59,0,1,TurnedYellow,120213125762460,video,Early Black Friday,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120213125762460108_video_Early_BF_gifsboomerangs__Get_up_to_70_off_-_.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120213125762460108_video_Early_BF_gifsboomerangs__Get_up_to_70_off_-_.jpg,True
1942601d,TurnedYellow_120224359442570108_image_Fathers_day_2025_-_2__Gift_Dad.jpg,hd_ad_creatives/TurnedYellow_120224359442570108_image_Fathers_day_2025_-_2__Gift_Dad.jpg,hd_ad_creatives,227.27,2025-06-24 22:44:44,0,1,TurnedYellow,120224359442570,image,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120224359442570108_image_Fathers_day_2025_-_2__Gift_Dad.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120224359442570108_image_Fathers_day_2025_-_2__Gift_Dad.jpg,True
0162a59b,TurnedYellow_120225301124740108_video_Fathers_day_Turn_me_Royal_edited_L_2__Bring_.jpg,hd_ad_creatives/TurnedYellow_120225301124740108_video_Fathers_day_Turn_me_Royal_edited_L_2__Bring_.jpg,hd_ad_creatives,1.47,2025-06-24 22:44:32,0,1,TurnedYellow,120225301124740,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120225301124740108_video_Fathers_day_Turn_me_Royal_edited_L_2__Bring_.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120225301124740108_video_Fathers_day_Turn_me_Royal_edited_L_2__Bring_.jpg,True
c9936826,TurnedYellow_120207192337980108_BROKEN_UGC_1.jpg,hd_ad_creatives/TurnedYellow_120207192337980108_BROKEN_UGC_1.jpg,hd_ad_creatives,1.67,2025-06-24 22:44:49,0,1,TurnedYellow,120207192337980,,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120207192337980108_BROKEN_UGC_1.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120207192337980108_BROKEN_UGC_1.jpg,True
c35dacb4,TurnedYellow_120225691159720108_video_Fathers_day_AI_VO_edited_B__Bring_a_smile.jpg,hd_ad_creatives/TurnedYellow_120225691159720108_video_Fathers_day_AI_VO_edited_B__Bring_a_smile.jpg,hd_ad_creatives,1.47,2025-06-24 22:44:16,0,1,TurnedYellow,120225691159720,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120225691159720108_video_Fathers_day_AI_VO_edited_B__Bring_a_smile.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120225691159720108_video_Fathers_day_AI_VO_edited_B__Bring_a_smile.jpg,True
36dfd7fe,TurnedYellow_120206764834050108_image_Birthday_laughs_couple__Life_is_too_short_fo.jpg,hd_ad_creatives/TurnedYellow_120206764834050108_image_Birthday_laughs_couple__Life_is_too_short_fo.jpg,hd_ad_creatives,152.73,2025-06-24 22:44:40,0,1,TurnedYellow,120206764834050,image,Birthday Campaign,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120206764834050108_image_Birthday_laughs_couple__Life_is_too_short_fo.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120206764834050108_image_Birthday_laughs_couple__Life_is_too_short_fo.jpg,True
a8bf84d4,MakeMeJedi_120204823402360354_video_Review_mashup_1__Make_anyone_laugh.jpg,hd_ad_creatives/MakeMeJedi_120204823402360354_video_Review_mashup_1__Make_anyone_laugh.jpg,hd_ad_creatives,1.56,2025-06-24 22:45:36,0,1,MakeMeJedi,120204823402360,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120204823402360354_video_Review_mashup_1__Make_anyone_laugh.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120204823402360354_video_Review_mashup_1__Make_anyone_laugh.jpg,True
06d457fe,TurnedYellow_120222287087790108_video_Us_vs_Them_Comparison_Video_edited_L__Sure_y.jpg,hd_ad_creatives/TurnedYellow_120222287087790108_video_Us_vs_Them_Comparison_Video_edited_L__Sure_y.jpg,hd_ad_creatives,1.68,2025-06-24 22:44:01,0,1,TurnedYellow,120222287087790,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120222287087790108_video_Us_vs_Them_Comparison_Video_edited_L__Sure_y.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120222287087790108_video_Us_vs_Them_Comparison_Video_edited_L__Sure_y.jpg,True
f0782c3b,MakeMeJedi_120205316284580354_video_V_day_reaction_4__This_Valentines_Day.jpg,hd_ad_creatives/MakeMeJedi_120205316284580354_video_V_day_reaction_4__This_Valentines_Day.jpg,hd_ad_creatives,1.77,2025-06-24 22:44:55,0,1,MakeMeJedi,120205316284580,video,Valentines Day Reaction,💝 SEASONAL,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120205316284580354_video_V_day_reaction_4__This_Valentines_Day.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120205316284580354_video_V_day_reaction_4__This_Valentines_Day.jpg,True
f3057b17,TurnedYellow_120225691159680108_video_Fathers_day_AI_VO_edited_L__Bring_a_smile.jpg,hd_ad_creatives/TurnedYellow_120225691159680108_video_Fathers_day_AI_VO_edited_L__Bring_a_smile.jpg,hd_ad_creatives,1.96,2025-06-24 22:44:15,0,1,TurnedYellow,120225691159680,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120225691159680108_video_Fathers_day_AI_VO_edited_L__Bring_a_smile.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120225691159680108_video_Fathers_day_AI_VO_edited_L__Bring_a_smile.jpg,True
4c3d1d26,MakeMeJedi_120204514881640354_video_FD_1_remake__A_long_time_ago.jpg,hd_ad_creatives/MakeMeJedi_120204514881640354_video_FD_1_remake__A_long_time_ago.jpg,hd_ad_creatives,1.6,2025-06-24 22:44:54,0,1,MakeMeJedi,120204514881640,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120204514881640354_video_FD_1_remake__A_long_time_ago.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120204514881640354_video_FD_1_remake__A_long_time_ago.jpg,True
becd1b06,TurnedYellow_120225001496530108_video_User_Review_Screenshot_Style_Video_edited_B_.jpg,hd_ad_creatives/TurnedYellow_120225001496530108_video_User_Review_Screenshot_Style_Video_edited_B_.jpg,hd_ad_creatives,1.78,2025-06-24 22:44:25,0,1,TurnedYellow,120225001496530,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/TurnedYellow_120225001496530108_video_User_Review_Screenshot_Style_Video_edited_B_.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/TurnedYellow_120225001496530108_video_User_Review_Screenshot_Style_Video_edited_B_.jpg,True
d9d2064a,MakeMeJedi_120204475677390354_video_BF_3_remake__Make_anyone_laugh.jpg,hd_ad_creatives/MakeMeJedi_120204475677390354_video_BF_3_remake__Make_anyone_laugh.jpg,hd_ad_creatives,1.64,2025-06-24 22:44:59,0,1,MakeMeJedi,120204475677390,video,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120204475677390354_video_BF_3_remake__Make_anyone_laugh.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120204475677390354_video_BF_3_remake__Make_anyone_laugh.jpg,True
d6e25a22,04_Bigfoot_Jungle_Vlog_REAL_AD.jpg,actual_turnedyellow_ads/04_Bigfoot_Jungle_Vlog_REAL_AD.jpg,actual_turnedyellow_ads,2.08,2025-06-24 22:21:21,0,5,,,,Bigfoot Jungle Vlog,🥇 WINNER,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/actual_turnedyellow_ads/04_Bigfoot_Jungle_Vlog_REAL_AD.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/actual_turnedyellow_ads/04_Bigfoot_Jungle_Vlog_REAL_AD.jpg,True
b13f5458,02_TY_Video_1_HIGH_HOOK_REAL_AD.jpg,actual_turnedyellow_ads/02_TY_Video_1_HIGH_HOOK_REAL_AD.jpg,actual_turnedyellow_ads,1.99,2025-06-24 22:21:21,0,5,,,video,TY Video 1 High Hook,🥇 WINNER,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/actual_turnedyellow_ads/02_TY_Video_1_HIGH_HOOK_REAL_AD.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/actual_turnedyellow_ads/02_TY_Video_1_HIGH_HOOK_REAL_AD.jpg,True
9d187d14,01_David_Influencer_WINNER_REAL_AD.jpg,actual_turnedyellow_ads/01_David_Influencer_WINNER_REAL_AD.jpg,actual_turnedyellow_ads,1.99,2025-06-24 22:21:21,0,5,,,,David Influencer Winner,🥇 WINNER,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/actual_turnedyellow_ads/01_David_Influencer_WINNER_REAL_AD.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/actual_turnedyellow_ads/01_David_Influencer_WINNER_REAL_AD.jpg,True
b13f5458,02_TY_Video_1_HIGH_HOOK_REAL_AD.png,sample_ad_creatives/02_TY_Video_1_HIGH_HOOK_REAL_AD.png,sample_ad_creatives,24.5,2025-06-24 20:39:07,0,4,,,video,TY Video 1 High Hook,🥇 WINNER,png,https://github.com/lac5q/creative-ads-repository/raw/main/sample_ad_creatives/02_TY_Video_1_HIGH_HOOK_REAL_AD.png,https://github.com/lac5q/creative-ads-repository/blob/main/sample_ad_creatives/02_TY_Video_1_HIGH_HOOK_REAL_AD.png,True
04fb320b,03_Royal_Inspo_Hook_STRONG_REAL_AD.png,sample_ad_creatives/03_Royal_Inspo_Hook_STRONG_REAL_AD.png,sample_ad_creatives,25.22,2025-06-24 20:39:07,0,4,,,,Royal Inspo Hook Strong,🥇 WINNER,png,https://github.com/lac5q/creative-ads-repository/raw/main/sample_ad_creatives/03_Royal_Inspo_Hook_STRONG_REAL_AD.png,https://github.com/lac5q/creative-ads-repository/blob/main/sample_ad_creatives/03_Royal_Inspo_Hook_STRONG_REAL_AD.png,True
9d187d14,01_David_Influencer_WINNER_REAL_AD.png,sample_ad_creatives/01_David_Influencer_WINNER_REAL_AD.png,sample_ad_creatives,29.11,2025-06-24 20:39:07,0,4,,,,David Influencer Winner,🥇 WINNER,png,https://github.com/lac5q/creative-ads-repository/raw/main/sample_ad_creatives/01_David_Influencer_WINNER_REAL_AD.png,https://github.com/lac5q/creative-ads-repository/blob/main/sample_ad_creatives/01_David_Influencer_WINNER_REAL_AD.png,True
b915eef2,18_Valentines_Day_Reaction_REAL_AD.png,sample_ad_creatives/18_Valentines_Day_Reaction_REAL_AD.png,sample_ad_creatives,22.36,2025-06-24 20:39:07,0,4,,,,Valentines Day Reaction,🥇 WINNER,png,https://github.com/lac5q/creative-ads-repository/raw/main/sample_ad_creatives/18_Valentines_Day_Reaction_REAL_AD.png,https://github.com/lac5q/creative-ads-repository/blob/main/sample_ad_creatives/18_Valentines_Day_Reaction_REAL_AD.png,True
d27f8da5,real_facebook_creatives_MakeMeJedi_video:_Father's_Day_(edited_S)_1___Imagine_Dad's_face_(og)_1691908914761606_thumbnail.jpg,./real_facebook_creatives_MakeMeJedi_video:_Father's_Day_(edited_S)_1___Imagine_Dad's_face_(og)_1691908914761606_thumbnail.jpg,.,1.62,2025-06-24 22:14:48,0,6,MakeMeJedi,169190891476160,video,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/real_facebook_creatives_MakeMeJedi_video:_Father's_Day_(edited_S)_1___Imagine_Dad's_face_(og)_1691908914761606_thumbnail.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/real_facebook_creatives_MakeMeJedi_video:_Father's_Day_(edited_S)_1___Imagine_Dad's_face_(og)_1691908914761606_thumbnail.jpg,True
ad80ac9f,real_facebook_creatives_Turn_SuperHero_Collage1_|_copy_1_|_title_1_23850109919310056_thumbnail.jpg,./real_facebook_creatives_Turn_SuperHero_Collage1_|_copy_1_|_title_1_23850109919310056_thumbnail.jpg,.,2.3,2025-06-24 22:17:26,0,6,TurnSuperHero,238501099193100,,,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/real_facebook_creatives_Turn_SuperHero_Collage1_|_copy_1_|_title_1_23850109919310056_thumbnail.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/real_facebook_creatives_Turn_SuperHero_Collage1_|_copy_1_|_title_1_23850109919310056_thumbnail.jpg,True
c94aae44,real_facebook_creatives_USD_Turned_Yellow_dynamic:_Father's_day_Sale_images___2_copies_1117788770173472_thumbnail.jpg,./real_facebook_creatives_USD_Turned_Yellow_dynamic:_Father's_day_Sale_images___2_copies_1117788770173472_thumbnail.jpg,.,2.27,2025-06-24 22:10:55,0,6,TurnedYellow,111778877017347,image,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/real_facebook_creatives_USD_Turned_Yellow_dynamic:_Father's_day_Sale_images___2_copies_1117788770173472_thumbnail.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/real_facebook_creatives_USD_Turned_Yellow_dynamic:_Father's_day_Sale_images___2_copies_1117788770173472_thumbnail.jpg,True
7af56d93,real_facebook_creatives_USD_Turned_Yellow_video:_Royal_inspo_hook_1___Looking_for_a_120207109220570108_thumbnail.jpg,./real_facebook_creatives_USD_Turned_Yellow_video:_Royal_inspo_hook_1___Looking_for_a_120207109220570108_thumbnail.jpg,.,1.66,2025-06-24 22:10:10,0,6,TurnedYellow,120207109220570,video,Royal Inspo Hook Strong,,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/real_facebook_creatives_USD_Turned_Yellow_video:_Royal_inspo_hook_1___Looking_for_a_120207109220570108_thumbnail.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/real_facebook_creatives_USD_Turned_Yellow_video:_Royal_inspo_hook_1___Looking_for_a_120207109220570108_thumbnail.jpg,True
afdd654b,real_facebook_creatives_MakeMeJedi_gif:_Father's_day_Sale_GIF_1___2_copies_1221252109640662_thumbnail.jpg,./real_facebook_creatives_MakeMeJedi_gif:_Father's_day_Sale_GIF_1___2_copies_1221252109640662_thumbnail.jpg,.,1.98,2025-06-24 22:15:08,0,6,MakeMeJedi,122125210964066,gif,Fathers Day Campaign,👨 FATHERS DAY,jpg,https://github.com/lac5q/creative-ads-repository/raw/main/real_facebook_creatives_MakeMeJedi_gif:_Father's_day_Sale_GIF_1___2_copies_1221252109640662_thumbnail.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/real_facebook_creatives_MakeMeJedi_gif:_Father's_day_Sale_GIF_1___2_copies_1221252109640662_thumbnail.jpg,True
