Ad_Name,Brand,Account,Campaign,Creative_Type,Performance_Rating,Priority,GitHub_Download_Link,GitHub_View_Link,Status,Hook_Type,Notes,Download_Command,File_Size_KB,Directory_Source,Created_Date
USD_TurnedYellow_1210327987494412_image_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-0e26c5d6210d99e964,USD_TurnedYellow,USD_TurnedYellow,120223458675550108,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1210327987494412_image_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-0e26c5d6210d99e964.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_1210327987494412_image_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-0e26c5d6210d99e964.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1210327987494412_image_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-0e26c5d6210d99e964.jpg"" -o ""USD_TurnedYellow_1210327987494412_image_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-0e26c5d6210d99e964.jpg""",269.48,hd_ad_creatives,2025-06-25
USD_TurnedYellow_611116684592963_video_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-5cd1ec047b8e23f653.,USD_TurnedYellow,USD_TurnedYellow,120223458675550108,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_611116684592963_video_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-5cd1ec047b8e23f653.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_611116684592963_video_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-5cd1ec047b8e23f653.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_611116684592963_video_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-5cd1ec047b8e23f653.jpg"" -o ""USD_TurnedYellow_611116684592963_video_Get_Dad_Laughing_Up_to_70_OFF__2025-05-28-5cd1ec047b8e23f653.jpg""",8.54,hd_ad_creatives,2025-06-25
USD_TurnedYellow_3998788930367636_video_Dad_s_Hilarious_New_Look_Up_to_70_Off_2025-05-20-8301f6205a3,USD_TurnedYellow,USD_TurnedYellow,120223458675550108,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_3998788930367636_video_Dad_s_Hilarious_New_Look_Up_to_70_Off_2025-05-20-8301f6205a3.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_3998788930367636_video_Dad_s_Hilarious_New_Look_Up_to_70_Off_2025-05-20-8301f6205a3.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_3998788930367636_video_Dad_s_Hilarious_New_Look_Up_to_70_Off_2025-05-20-8301f6205a3.jpg"" -o ""USD_TurnedYellow_3998788930367636_video_Dad_s_Hilarious_New_Look_Up_to_70_Off_2025-05-20-8301f6205a3.jpg""",7.39,hd_ad_creatives,2025-06-25
USD_TurnedYellow_722462166800755_image_Mom_But_Make_It_Cartoon__2025-05-05-535d3292ffa0a76c72146938.,USD_TurnedYellow,USD_TurnedYellow,120220287515680108,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_722462166800755_image_Mom_But_Make_It_Cartoon__2025-05-05-535d3292ffa0a76c72146938.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_722462166800755_image_Mom_But_Make_It_Cartoon__2025-05-05-535d3292ffa0a76c72146938.jpg,Active,Mother's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_722462166800755_image_Mom_But_Make_It_Cartoon__2025-05-05-535d3292ffa0a76c72146938.jpg"" -o ""USD_TurnedYellow_722462166800755_image_Mom_But_Make_It_Cartoon__2025-05-05-535d3292ffa0a76c72146938.jpg""",183.75,hd_ad_creatives,2025-06-25
USD_TurnedYellow_574743688489755_image_Mom_But_Make_It_Cartoon__2025-05-05-126814b5c3bd6543c529e644.,USD_TurnedYellow,USD_TurnedYellow,120220287515680108,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_574743688489755_image_Mom_But_Make_It_Cartoon__2025-05-05-126814b5c3bd6543c529e644.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_574743688489755_image_Mom_But_Make_It_Cartoon__2025-05-05-126814b5c3bd6543c529e644.jpg,Active,Mother's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_574743688489755_image_Mom_But_Make_It_Cartoon__2025-05-05-126814b5c3bd6543c529e644.jpg"" -o ""USD_TurnedYellow_574743688489755_image_Mom_But_Make_It_Cartoon__2025-05-05-126814b5c3bd6543c529e644.jpg""",183.75,hd_ad_creatives,2025-06-25
USD_TurnedYellow_1021068956786856_video_Gift_Laughter_This_Easter__2025-04-08-ecb48fbf783dea57df46fc,USD_TurnedYellow,USD_TurnedYellow,120219323497630108,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1021068956786856_video_Gift_Laughter_This_Easter__2025-04-08-ecb48fbf783dea57df46fc.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_1021068956786856_video_Gift_Laughter_This_Easter__2025-04-08-ecb48fbf783dea57df46fc.jpg,Active,Easter,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1021068956786856_video_Gift_Laughter_This_Easter__2025-04-08-ecb48fbf783dea57df46fc.jpg"" -o ""USD_TurnedYellow_1021068956786856_video_Gift_Laughter_This_Easter__2025-04-08-ecb48fbf783dea57df46fc.jpg""",9.54,hd_ad_creatives,2025-06-25
USD_TurnedYellow_1568981233768433_image_Gift_Laughter_This_Easter__2025-04-08-b0dd0b930783ee6107a31e,USD_TurnedYellow,USD_TurnedYellow,120219323497630108,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1568981233768433_image_Gift_Laughter_This_Easter__2025-04-08-b0dd0b930783ee6107a31e.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_1568981233768433_image_Gift_Laughter_This_Easter__2025-04-08-b0dd0b930783ee6107a31e.jpg,Active,Easter,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1568981233768433_image_Gift_Laughter_This_Easter__2025-04-08-b0dd0b930783ee6107a31e.jpg"" -o ""USD_TurnedYellow_1568981233768433_image_Gift_Laughter_This_Easter__2025-04-08-b0dd0b930783ee6107a31e.jpg""",169.34,hd_ad_creatives,2025-06-25
USD_TurnedYellow_1012217514184189_video_Gift_Laughter_This_Easter__2025-04-08-30ffa5ad24dcb8eba276e2,USD_TurnedYellow,USD_TurnedYellow,120219323497630108,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1012217514184189_video_Gift_Laughter_This_Easter__2025-04-08-30ffa5ad24dcb8eba276e2.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_1012217514184189_video_Gift_Laughter_This_Easter__2025-04-08-30ffa5ad24dcb8eba276e2.jpg,Active,Easter,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1012217514184189_video_Gift_Laughter_This_Easter__2025-04-08-30ffa5ad24dcb8eba276e2.jpg"" -o ""USD_TurnedYellow_1012217514184189_video_Gift_Laughter_This_Easter__2025-04-08-30ffa5ad24dcb8eba276e2.jpg""",6.67,hd_ad_creatives,2025-06-25
USD_TurnedYellow_1186986756463023_video_Gift_Laughter_This_Easter__2025-04-08-b7eced1d172f9247dc4322,USD_TurnedYellow,USD_TurnedYellow,120219323497630108,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1186986756463023_video_Gift_Laughter_This_Easter__2025-04-08-b7eced1d172f9247dc4322.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_1186986756463023_video_Gift_Laughter_This_Easter__2025-04-08-b7eced1d172f9247dc4322.jpg,Active,Easter,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1186986756463023_video_Gift_Laughter_This_Easter__2025-04-08-b7eced1d172f9247dc4322.jpg"" -o ""USD_TurnedYellow_1186986756463023_video_Gift_Laughter_This_Easter__2025-04-08-b7eced1d172f9247dc4322.jpg""",6.67,hd_ad_creatives,2025-06-25
USD_TurnedYellow_1116979426391043_image_The_Best_Valentine_s_Day_Gift_2025-01-24-3c72b760d5d4c4b482e,USD_TurnedYellow,USD_TurnedYellow,120214341522790108,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1116979426391043_image_The_Best_Valentine_s_Day_Gift_2025-01-24-3c72b760d5d4c4b482e.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/USD_TurnedYellow_1116979426391043_image_The_Best_Valentine_s_Day_Gift_2025-01-24-3c72b760d5d4c4b482e.jpg,Active,Valentine's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/USD_TurnedYellow_1116979426391043_image_The_Best_Valentine_s_Day_Gift_2025-01-24-3c72b760d5d4c4b482e.jpg"" -o ""USD_TurnedYellow_1116979426391043_image_The_Best_Valentine_s_Day_Gift_2025-01-24-3c72b760d5d4c4b482e.jpg""",176.68,hd_ad_creatives,2025-06-25
MakeMeJedi_1212831203681534_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,MakeMeJedi,MakeMeJedi,120226594181200354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1212831203681534_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_1212831203681534_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1212831203681534_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg"" -o ""MakeMeJedi_1212831203681534_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg""",7.49,hd_ad_creatives,2025-06-25
MakeMeJedi_1518190389590549_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,MakeMeJedi,MakeMeJedi,120226594181200354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1518190389590549_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_1518190389590549_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1518190389590549_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg"" -o ""MakeMeJedi_1518190389590549_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg""",8.48,hd_ad_creatives,2025-06-25
MakeMeJedi_2432920570441720_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,MakeMeJedi,MakeMeJedi,120226594181200354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_2432920570441720_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_2432920570441720_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_2432920570441720_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg"" -o ""MakeMeJedi_2432920570441720_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg""",7.49,hd_ad_creatives,2025-06-25
MakeMeJedi_2429515844075681_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,MakeMeJedi,MakeMeJedi,120226594181200354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_2429515844075681_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_2429515844075681_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_2429515844075681_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg"" -o ""MakeMeJedi_2429515844075681_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg""",8.48,hd_ad_creatives,2025-06-25
MakeMeJedi_1048704517352595_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,MakeMeJedi,MakeMeJedi,120226594181200354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1048704517352595_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_1048704517352595_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1048704517352595_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg"" -o ""MakeMeJedi_1048704517352595_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg""",7.65,hd_ad_creatives,2025-06-25
