Ad_Name,Brand,Account,Campaign,Creative_Type,Performance_Rating,Priority,GitHub_Download_Link,GitHub_View_Link,Status,Hook_Type,Notes,Download_Command,File_Size_KB,Directory_Source,Created_Date
MakeMeJedi_2511741675866644_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,MakeMeJedi,MakeMeJedi,120226594181200354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_2511741675866644_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_2511741675866644_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_2511741675866644_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg"" -o ""MakeMeJedi_2511741675866644_video_The_Ultimate_Father_s_Day_Surprise_-_Up_to_70_OFF_2025-06-11.jpg""",10.07,hd_ad_creatives,2025-06-25
MakeMeJedi_701051849340807_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-30-781ba1e3ab3d.jpg,MakeMeJedi,MakeMeJedi,120226594181200354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_701051849340807_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-30-781ba1e3ab3d.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_701051849340807_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-30-781ba1e3ab3d.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_701051849340807_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-30-781ba1e3ab3d.jpg"" -o ""MakeMeJedi_701051849340807_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-30-781ba1e3ab3d.jpg""",8.83,hd_ad_creatives,2025-06-25
MakeMeJedi_1231576455025877_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-16-d3a7076b541b.jpg,MakeMeJedi,MakeMeJedi,120226594181200354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1231576455025877_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-16-d3a7076b541b.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_1231576455025877_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-16-d3a7076b541b.jpg,Active,Father's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1231576455025877_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-16-d3a7076b541b.jpg"" -o ""MakeMeJedi_1231576455025877_video_Surprise_Your_Dad_This_Father_s_Day__2025-05-16-d3a7076b541b.jpg""",10.87,hd_ad_creatives,2025-06-25
MakeMeJedi_973358931497404_image_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-ae7.jpg,MakeMeJedi,MakeMeJedi,120224035615330354,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_973358931497404_image_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-ae7.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_973358931497404_image_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-ae7.jpg,Active,Mother's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_973358931497404_image_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-ae7.jpg"" -o ""MakeMeJedi_973358931497404_image_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-ae7.jpg""",164.23,hd_ad_creatives,2025-06-25
MakeMeJedi_1160845358860193_video_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-47d.jpg,MakeMeJedi,MakeMeJedi,120224035615330354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1160845358860193_video_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-47d.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_1160845358860193_video_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-47d.jpg,Active,Mother's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1160845358860193_video_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-47d.jpg"" -o ""MakeMeJedi_1160845358860193_video_This_Mother_s_Day__May_the_laughs_be_with_you_2025-04-17-47d.jpg""",7.63,hd_ad_creatives,2025-06-25
MakeMeJedi_1878547996015843_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,MakeMeJedi,MakeMeJedi,120223141564780354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1878547996015843_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_1878547996015843_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1878547996015843_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg"" -o ""MakeMeJedi_1878547996015843_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg""",8.11,hd_ad_creatives,2025-06-25
MakeMeJedi_1428725648092803_image_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,MakeMeJedi,MakeMeJedi,120223141564780354,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1428725648092803_image_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_1428725648092803_image_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_1428725648092803_image_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg"" -o ""MakeMeJedi_1428725648092803_image_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg""",148.49,hd_ad_creatives,2025-06-25
MakeMeJedi_975403881437353_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,MakeMeJedi,MakeMeJedi,120223141564780354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_975403881437353_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_975403881437353_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_975403881437353_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg"" -o ""MakeMeJedi_975403881437353_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg""",7.21,hd_ad_creatives,2025-06-25
MakeMeJedi_981722934125041_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,MakeMeJedi,MakeMeJedi,120223141564780354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_981722934125041_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_981722934125041_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_981722934125041_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg"" -o ""MakeMeJedi_981722934125041_video_Jedi_Family_Portrait__Now_Everyone_s_Cracking_Up__2025-04-08.jpg""",8.11,hd_ad_creatives,2025-06-25
MakeMeJedi_120214904414330354_video_Up_tp_75_Off_Sitewide_2024-11-29-27d7139a288926134c1ac64a1fd.jpg,MakeMeJedi,MakeMeJedi,120214904279410354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214904414330354_video_Up_tp_75_Off_Sitewide_2024-11-29-27d7139a288926134c1ac64a1fd.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120214904414330354_video_Up_tp_75_Off_Sitewide_2024-11-29-27d7139a288926134c1ac64a1fd.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214904414330354_video_Up_tp_75_Off_Sitewide_2024-11-29-27d7139a288926134c1ac64a1fd.jpg"" -o ""MakeMeJedi_120214904414330354_video_Up_tp_75_Off_Sitewide_2024-11-29-27d7139a288926134c1ac64a1fd.jpg""",8.02,hd_ad_creatives,2025-06-25
MakeMeJedi_120214512156550354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-98eaf8cba.jpg,MakeMeJedi,MakeMeJedi,120214176630510354,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214512156550354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-98eaf8cba.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120214512156550354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-98eaf8cba.jpg,Active,Black Friday,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214512156550354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-98eaf8cba.jpg"" -o ""MakeMeJedi_120214512156550354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-98eaf8cba.jpg""",162.63,hd_ad_creatives,2025-06-25
MakeMeJedi_120214512156110354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-67de092fc.jpg,MakeMeJedi,MakeMeJedi,120214176630510354,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214512156110354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-67de092fc.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120214512156110354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-67de092fc.jpg,Active,Black Friday,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214512156110354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-67de092fc.jpg"" -o ""MakeMeJedi_120214512156110354_image_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-18-67de092fc.jpg""",162.63,hd_ad_creatives,2025-06-25
MakeMeJedi_120214177292420354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-106176148.jpg,MakeMeJedi,MakeMeJedi,120214176630510354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214177292420354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-106176148.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120214177292420354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-106176148.jpg,Active,Black Friday,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214177292420354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-106176148.jpg"" -o ""MakeMeJedi_120214177292420354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-106176148.jpg""",8.69,hd_ad_creatives,2025-06-25
MakeMeJedi_120214177266730354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-a4d7f0d86.jpg,MakeMeJedi,MakeMeJedi,120214176630510354,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214177266730354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-a4d7f0d86.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_120214177266730354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-a4d7f0d86.jpg,Active,Black Friday,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_120214177266730354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-a4d7f0d86.jpg"" -o ""MakeMeJedi_120214177266730354_video_Early_Black_Friday_Sale_-_Up_to_70_Off__2024-11-08-a4d7f0d86.jpg""",8.69,hd_ad_creatives,2025-06-25
MakeMeJedi_910316701014349_image_Best._Gift._Ever.__Period__2025-02-25-2f10062f225ce43975e2fc.jpg,MakeMeJedi,MakeMeJedi,120209567143580354,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_910316701014349_image_Best._Gift._Ever.__Period__2025-02-25-2f10062f225ce43975e2fc.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/hd_ad_creatives/MakeMeJedi_910316701014349_image_Best._Gift._Ever.__Period__2025-02-25-2f10062f225ce43975e2fc.jpg,Active,Gift/Surprise,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/hd_ad_creatives/MakeMeJedi_910316701014349_image_Best._Gift._Ever.__Period__2025-02-25-2f10062f225ce43975e2fc.jpg"" -o ""MakeMeJedi_910316701014349_image_Best._Gift._Ever.__Period__2025-02-25-2f10062f225ce43975e2fc.jpg""",220.61,hd_ad_creatives,2025-06-25
HoliFrog_23852106503370701_video_20_Off_First_Purchase_2022-11-22-5734935d1c36c7419cbacb48080.jpg,HoliFrog,HoliFrog,23851882940040701,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23852106503370701_video_20_Off_First_Purchase_2022-11-22-5734935d1c36c7419cbacb48080.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23852106503370701_video_20_Off_First_Purchase_2022-11-22-5734935d1c36c7419cbacb48080.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23852106503370701_video_20_Off_First_Purchase_2022-11-22-5734935d1c36c7419cbacb48080.jpg"" -o ""HoliFrog_23852106503370701_video_20_Off_First_Purchase_2022-11-22-5734935d1c36c7419cbacb48080.jpg""",9.05,video_creatives,2025-06-25
HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,HoliFrog,HoliFrog,23850715048710701,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg"" -o ""HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg""",91.5,video_creatives,2025-06-25
HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,HoliFrog,HoliFrog,23850715002970701,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg"" -o ""HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg""",91.5,video_creatives,2025-06-25
HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg,HoliFrog,HoliFrog,23850715002970701,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg"" -o ""HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg""",5.79,video_creatives,2025-06-25
HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg,HoliFrog,HoliFrog,23850408605440701,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg"" -o ""HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg""",5.79,video_creatives,2025-06-25
HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg,HoliFrog,HoliFrog,23850408605440701,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg"" -o ""HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg""",4.28,video_creatives,2025-06-25
HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,HoliFrog,HoliFrog,23850408605440701,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg"" -o ""HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg""",91.5,video_creatives,2025-06-25
HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg,HoliFrog,HoliFrog,23850408315600701,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg"" -o ""HoliFrog_23850408542650701_video_NEW_Utopia_Microflora_Toner_2022-05-13-24b07265a9435d15f34c5.jpg""",5.79,video_creatives,2025-06-25
HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg,HoliFrog,HoliFrog,23850408315600701,Video,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg"" -o ""HoliFrog_23850451991760701_video_NEW_Utopia_Microflora_Toner_2022-05-19-cb61a0d1f33db5ac1fe05.jpg""",4.28,video_creatives,2025-06-25
HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,HoliFrog,HoliFrog,23850408315600701,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg,Active,Unknown,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/video_creatives/HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg"" -o ""HoliFrog_23850493386930701_image_Special_Value_-_The_Ultimate_Comfort_Combo_2022-05-25-fdfdd2.jpg""",91.5,video_creatives,2025-06-25
TurnedWizard_23850157385160576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-944a29417e7f3258ae32a.jp,TurnedWizard,TurnedWizard,23850157373940576,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/image_creatives/TurnedWizard_23850157385160576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-944a29417e7f3258ae32a.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/image_creatives/TurnedWizard_23850157385160576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-944a29417e7f3258ae32a.jpg,Active,Mother's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/image_creatives/TurnedWizard_23850157385160576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-944a29417e7f3258ae32a.jpg"" -o ""TurnedWizard_23850157385160576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-944a29417e7f3258ae32a.jpg""",150.81,image_creatives,2025-06-25
TurnedWizard_23850157385560576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-b8c53c6eda684fcc56f6e.jp,TurnedWizard,TurnedWizard,23850157373940576,Image,⭐ Fresh Download,Medium,https://github.com/lac5q/creative-ads-repository/raw/main/image_creatives/TurnedWizard_23850157385560576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-b8c53c6eda684fcc56f6e.jpg,https://github.com/lac5q/creative-ads-repository/blob/main/image_creatives/TurnedWizard_23850157385560576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-b8c53c6eda684fcc56f6e.jpg,Active,Mother's Day,Fresh download 2025-06-25 - Fresh download on 2025-06-25,"curl -L ""https://github.com/lac5q/creative-ads-repository/raw/main/image_creatives/TurnedWizard_23850157385560576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-b8c53c6eda684fcc56f6e.jpg"" -o ""TurnedWizard_23850157385560576_image_Turn_Your_Mom_Into_a_Wizard_2022-03-22-b8c53c6eda684fcc56f6e.jpg""",150.81,image_creatives,2025-06-25
